Steps,Calories_Out,State
2828.05,1715.81,2
837.65,1640.42,1
2851.08,2045.99,2
150.37,3000.0,0
50.0,2494.35,0
1341.57,1000.0,2
981.97,1497.15,1
1114.5,1991.07,1
1417.22,2037.24,2
2878.56,3000.0,2
1532.25,1751.87,2
3228.49,2858.85,2
1706.95,1889.06,2
1463.34,3000.0,2
1316.63,1472.33,2
715.58,1000.0,0
903.84,2513.97,1
1712.28,2244.12,2
2019.09,1000.0,2
3633.38,1536.73,2
412.07,1386.51,0
1340.87,1021.32,1
121.82,2536.6,0
1543.51,3000.0,2
2451.79,2065.3,2
891.42,2266.5,0
1014.02,1279.99,0
590.63,3000.0,0
1853.08,2542.7,2
2550.82,2160.75,2
1229.49,1222.3,2
1781.13,2180.39,2
2167.14,2183.0,2
2264.35,3000.0,2
552.5,3000.0,0
895.96,2325.8,0
2511.18,2846.14,2
50.0,2262.38,0
699.07,2882.23,0
1085.8,2484.16,1
2321.12,1666.46,2
2222.59,2207.77,2
1193.79,2506.48,1
1359.87,2538.69,1
1472.17,3000.0,2
50.0,3000.0,0
4000.0,1000.0,2
3766.67,2473.44,2
2440.35,1000.0,2
2478.65,3000.0,2
1642.43,2322.4,2
391.21,1623.29,0
559.93,2617.34,0
2540.1,1780.6,2
1663.37,3000.0,2
1333.93,2601.77,2
811.57,2996.84,0
1885.41,2165.49,2
1453.01,2835.12,2
50.0,2609.91,0
2289.45,2236.84,2
1458.5,1260.98,2
890.94,1539.8,1
2880.14,2464.5,2
2445.84,1941.32,2
1883.62,3000.0,2
2779.35,1639.92,2
639.43,1925.16,0
2144.81,1471.28,2
1194.13,2369.44,2
1750.03,2079.34,2
2300.0,2595.87,2
910.69,3000.0,1
624.39,1078.35,0
2161.28,1000.0,2
3944.34,3000.0,2
1237.25,3000.0,2
1564.41,1000.0,2
2643.5,2538.23,2
2745.0,3000.0,2
1401.36,2104.61,2
1937.42,1628.44,2
2346.47,1000.0,2
2173.74,3000.0,2
528.33,1614.8,0
1547.73,3000.0,2
927.74,3000.0,1
1742.96,2468.22,2
2713.25,1721.59,2
1328.85,1000.0,2
2797.69,3000.0,2
2390.89,1166.58,2
1357.73,1935.38,1
1483.21,3000.0,2
129.56,1904.86,0
983.79,3000.0,2
50.0,1286.18,0
1157.39,1477.88,1
1953.37,2921.17,2
1109.37,2340.68,1
1018.94,1755.55,1
80.32,1054.97,0
2066.66,1605.81,2
3483.58,1919.37,2
1742.26,2085.74,2
370.64,1000.0,0
2458.6,1855.86,2
1186.07,1522.43,1
2018.9,1000.0,2
1150.8,1000.0,2
3539.68,2884.48,2
1892.08,1498.93,2
50.0,1000.0,0
2707.15,2215.76,2
50.0,2836.6,0
1804.13,2222.51,2
1703.46,2378.12,2
2271.34,1000.0,2
1465.54,1804.07,2
846.85,3000.0,1
2092.45,1977.46,2
1794.43,3000.0,2
1896.48,3000.0,2
1547.58,2395.43,2
1206.0,3000.0,2
880.91,2376.07,0
590.31,2962.83,0
354.43,3000.0,0
1082.26,1335.81,2
2259.24,1000.0,2
2527.75,1363.38,2
2304.43,3000.0,2
1982.45,2846.65,2
1027.83,1000.0,1
189.67,2355.75,0
1806.68,1000.0,2
50.0,1000.0,0
636.63,3000.0,0
1855.6,2460.01,2
2814.89,1374.98,2
2207.58,1000.0,2
959.09,2025.58,0
1728.08,2418.03,2
1414.58,1641.81,1
1130.4,1994.54,2
3811.01,2376.66,2
748.52,1119.14,1
2718.95,2217.86,2
1403.83,1000.0,2
1283.19,1493.35,2
2448.86,1886.73,2
81.42,1769.18,0
1686.63,2630.97,2
2165.76,1000.0,2
50.0,1386.57,0
77.93,1307.47,0
1382.89,1000.0,2
2383.73,1296.95,2
3258.83,2017.26,2
630.88,2047.1,0
1019.4,1175.19,2
3893.11,1703.84,2
50.0,2399.72,0
1723.17,2691.57,2
1295.29,2133.86,1
3662.18,1933.38,2
2746.96,3000.0,2
744.99,2034.23,0
1550.25,2369.41,2
3222.68,2475.71,2
1070.78,1707.36,2
2472.42,1000.0,2
50.0,2949.54,0
787.16,1088.85,0
2524.57,1265.36,2
439.23,1000.0,0
1464.29,2028.03,2
889.63,3000.0,0
2082.74,2772.25,2
670.61,2602.94,0
1978.0,1099.68,2
50.0,2849.1,0
2417.26,1565.09,2
440.85,2621.64,0
2372.76,2399.24,2
3280.71,1633.82,2
281.95,1000.0,0
643.24,1000.0,0
128.34,3000.0,0
550.35,1741.74,0
3292.78,1386.8,2
239.95,2209.01,0
1080.98,1838.48,2
1216.03,3000.0,1
987.52,1777.87,0
1735.23,1000.0,2
2898.68,3000.0,2
1502.35,1706.58,2
1652.45,3000.0,2
827.37,3000.0,1
123.3,1595.43,0
1827.02,2066.93,2
50.0,1890.19,0
2960.77,3000.0,2
2276.17,1000.0,2
1990.6,3000.0,2
1744.68,1043.21,2
1621.95,3000.0,2
2018.61,1028.13,2
2529.48,1000.0,2
1598.8,3000.0,2
2635.06,3000.0,2
3266.29,2819.4,2
50.0,2367.51,0
50.0,1815.66,0
3149.85,2864.27,2
1923.83,1213.32,2
3451.96,1342.46,2
1603.26,2317.75,2
1046.75,1913.13,1
1707.42,1500.78,2
2464.49,3000.0,2
1825.74,1116.31,2
2329.08,1003.82,2
3483.43,1735.1,2
1079.36,1034.11,1
1634.27,3000.0,2
50.0,2089.06,0
50.0,2134.62,0
2318.15,1529.77,2
1581.44,3000.0,2
1625.31,1686.18,2
2627.2,1677.65,2
3198.31,2353.31,2
1803.83,2803.41,2
2331.66,3000.0,2
693.95,1741.61,1
2449.03,2281.94,2
1944.63,2054.64,2
2838.56,2878.38,2
1615.99,2632.23,2
970.41,1548.68,0
50.0,2658.88,0
429.44,3000.0,0
2660.73,1000.0,2
1537.35,1308.57,2
996.42,2994.0,1
988.38,3000.0,1
1543.35,1622.79,2
1274.08,2397.46,2
740.45,1894.41,0
903.57,2580.58,1
50.0,3000.0,0
1497.73,2781.44,2
1303.91,3000.0,1
1023.71,2421.0,0
796.75,2527.76,1
50.0,1782.0,0
1486.94,2418.1,2
450.27,1974.88,0
1314.97,1080.22,2
530.46,1858.84,0
3175.51,1000.0,2
2015.84,1472.01,2
3151.1,1000.0,2
2439.75,3000.0,2
663.44,1827.24,1
2502.24,1335.31,2
1551.4,1665.09,2
1451.13,1762.67,2
1047.42,1318.95,2
2090.65,1715.15,2
50.0,2485.89,0
1794.49,1552.14,2
50.0,1916.35,0
1144.32,2714.47,1
1424.08,2756.64,2
2233.01,1148.88,2
1541.89,2851.88,2
1159.34,3000.0,2
1670.53,2341.1,2
549.64,1706.82,0
2244.2,2175.49,2
2275.4,1000.0,2
1917.86,1000.0,2
1684.72,2656.1,2
2380.64,1726.45,2
1257.65,2923.92,1
1327.55,2965.39,1
535.61,1000.0,0
1058.07,3000.0,2
3462.05,1953.94,2
2135.92,1157.36,2
2476.54,1000.0,2
2235.84,1000.0,2
1229.82,2618.63,2
2274.21,3000.0,2
2682.01,2477.3,2
1889.02,1000.0,2
2272.38,1000.0,2
2780.96,2916.56,2
2024.1,3000.0,2
874.66,3000.0,0
1504.79,1000.0,2
392.81,1000.0,0
1922.79,1000.0,2
2388.04,1000.0,2
1088.0,2332.41,2
50.0,2947.01,0
1161.93,1000.0,2
2438.19,1028.93,2
50.0,1742.91,0
1483.6,1965.37,2
795.34,2156.74,0
872.91,3000.0,0
1013.09,2087.56,1
768.22,1000.0,0
50.0,1617.09,0
665.17,2656.3,1
3704.91,1000.0,2
300.58,2202.18,0
1468.18,1901.95,1
846.84,2672.62,1
1291.93,1000.0,2
1014.6,3000.0,1
1396.52,1000.0,2
603.81,2746.24,0
1920.14,2546.32,2
894.78,3000.0,0
136.94,2330.51,0
1766.35,1000.0,2
1245.59,2096.94,1
63.06,1012.32,0
50.0,3000.0,0
2039.61,1676.23,2
2648.46,1858.44,2
1424.75,1876.94,2
2013.03,3000.0,2
1113.45,1532.91,1
3326.38,3000.0,2
349.38,2999.07,0
1080.01,1000.0,1
3786.13,2517.93,2
1419.68,2066.25,1
1177.24,1310.08,1
246.89,2560.19,0
1242.55,1000.0,2
596.99,1000.0,0
2328.13,3000.0,2
2041.08,1000.0,2
1512.7,1309.22,2
2441.83,2494.68,2
1936.66,1383.38,2
1190.42,2100.05,2
2579.02,1000.0,2
625.77,2608.74,0
2517.3,2539.71,2
687.72,1819.29,1
1035.17,1281.16,1
666.93,2406.97,0
1683.73,2860.56,2
1942.03,1665.46,2
359.9,1000.0,0
747.39,1980.36,1
2022.01,2555.69,2
1605.91,2504.79,2
1329.62,3000.0,1
2780.89,2262.21,2
2762.0,1117.43,2
50.0,1000.0,0
1685.28,1000.0,2
1205.0,2945.31,1
1092.39,1433.66,1
2187.21,1137.94,2
1932.68,1183.99,2
50.0,1000.0,0
50.0,2160.46,0
1692.74,2439.12,2
50.0,3000.0,0
3187.46,1413.81,2
1512.45,1355.37,2
401.27,2625.3,0
483.69,1000.0,0
763.3,1000.0,0
1793.54,1946.3,2
3131.23,1064.17,2
1760.5,2449.38,2
974.92,2782.68,2
233.79,2858.23,0
2096.61,2934.79,2
1639.77,1000.0,2
988.49,3000.0,1
1422.35,2257.38,2
50.0,2829.39,0
1575.06,1359.36,2
2334.5,1000.0,2
3354.62,1960.75,2
990.12,1000.0,2
74.33,2851.76,0
1641.49,3000.0,2
243.12,1148.5,0
1256.89,1000.0,2
279.47,2165.41,0
1489.53,3000.0,1
1960.18,1617.37,2
1678.12,1000.0,2
1150.9,1009.24,1
1300.63,2464.09,2
1657.32,1000.0,2
3138.74,1179.89,2
2577.58,1000.0,2
1396.24,1311.63,1
739.77,1266.83,1
2517.02,2671.62,2
2225.93,1000.0,2
1078.09,1692.5,1
216.82,2902.34,0
1512.32,2183.47,2
2305.07,1529.48,2
1020.17,1802.06,2
941.94,1318.23,1
1318.69,1000.0,1
981.69,1381.03,1
1169.2,1000.0,1
269.96,1000.0,0
1823.08,1429.75,2
96.24,2025.57,0
2659.65,3000.0,2
50.0,1740.51,0
1078.32,2406.66,1
2152.76,2792.6,2
1095.8,1969.74,1
1671.68,2761.93,2
778.15,2353.84,0
1297.47,2374.0,1
1911.5,2475.24,2
1903.84,2474.92,2
102.82,2789.74,0
1025.84,1950.08,1
844.84,2713.39,0
909.22,3000.0,0
2462.85,1875.04,2
1844.08,3000.0,2
987.6,1910.61,0
1188.32,1829.04,2
94.32,1466.14,0
642.19,1018.27,0
2331.17,2427.29,2
1734.34,3000.0,2
1295.56,1713.51,1
1027.91,1154.25,1
2245.83,2571.88,2
1451.4,1674.42,1
1825.82,2301.08,2
1450.96,1000.0,1
842.4,1918.83,1
1889.71,3000.0,2
684.68,1000.0,0
1010.47,1245.58,1
3143.23,1604.58,2
1297.09,1523.79,2
1257.25,3000.0,1
50.0,1174.62,0
2668.27,1828.57,2
3097.79,2151.09,2
1185.73,2635.55,2
429.08,1453.96,0
3017.04,2378.23,2
378.49,2390.01,0
2012.25,1000.0,2
50.0,2114.38,0
1679.72,2680.38,2
951.32,1000.0,2
429.19,1000.0,0
2452.17,1153.15,2
50.0,2151.25,0
2557.02,2182.67,2
1349.05,2745.55,1
650.69,1272.81,0
1500.35,1000.0,2
1960.62,2137.57,2
1796.54,3000.0,2
1615.89,1356.49,2
1049.98,2060.49,0
1860.03,2580.26,2
1461.49,1000.0,2
336.64,3000.0,0
1539.16,2206.7,2
1290.15,2253.78,2
744.9,2624.82,0
948.88,1000.0,1
237.76,1039.92,0
2284.62,1091.18,2
1906.5,1118.18,2
2084.14,2231.97,2
2199.47,1000.0,2
2299.07,2156.11,2
1877.38,2041.72,2
847.83,2240.05,0
1350.85,1501.32,2
1892.73,1000.0,2
3661.94,1000.0,2
50.0,2338.59,0
1196.17,3000.0,1
1971.54,1996.06,2
1187.13,1000.0,1
1410.13,3000.0,2
2251.49,1000.0,2
50.0,2071.58,0
1081.26,3000.0,1
902.2,3000.0,1
1540.83,2544.03,2
2006.33,3000.0,2
1271.99,1852.38,1
1139.86,1312.81,1
2500.66,3000.0,2
2145.72,3000.0,2
1792.11,3000.0,2
708.57,1854.55,0
2637.94,1834.68,2
2848.86,2497.2,2
1887.67,1722.87,2
3010.35,1000.0,2
794.09,1667.55,0
1698.96,1000.0,2
3384.68,1777.33,2
1812.09,1000.0,2
453.18,2251.1,0
50.0,3000.0,0
1807.83,1000.0,2
668.6,2356.21,0
1444.24,2399.23,2
3111.63,2274.04,2
801.74,1194.21,1
893.81,2433.55,1
2509.4,3000.0,2
936.84,2886.97,1
1667.9,1000.0,2
1842.24,1000.0,2
2416.28,1065.27,2
2019.73,1744.39,2
2548.37,3000.0,2
1665.65,1000.0,2
932.36,3000.0,2
937.69,1000.0,0
1605.61,3000.0,2
3444.34,1967.2,2
1817.94,1264.78,2
1545.95,2152.59,2
999.33,3000.0,1
50.0,2090.51,0
595.08,3000.0,0
1254.33,2703.94,2
3234.95,2189.55,2
2292.12,1601.47,2
880.78,1621.12,1
2015.04,1848.48,2
1881.53,1000.0,2
2911.22,1601.89,2
50.0,1000.0,0
1864.87,3000.0,2
1257.77,2958.52,2
834.41,2308.81,0
739.05,2849.14,0
50.0,1000.0,0
2434.68,2360.19,2
2444.53,2831.27,2
2892.5,2027.53,2
2253.88,3000.0,2
50.0,3000.0,0
234.2,2666.31,0
1885.67,3000.0,2
1117.97,2250.92,1
2801.86,1368.56,2
694.33,1000.0,1
1208.8,2908.89,2
50.0,1846.38,0
1135.73,1937.57,1
1489.8,3000.0,2
462.23,2260.65,0
879.2,2372.3,0
1124.26,2893.79,1
546.26,3000.0,0
1856.65,1578.74,2
1846.02,1226.22,2
373.63,3000.0,0
50.0,1034.14,0
2902.84,1000.0,2
2835.0,1000.0,2
2122.48,1147.1,2
50.0,1000.0,0
987.42,2863.79,0
3359.99,1403.56,2
463.99,1973.65,0
492.54,3000.0,0
2739.52,1000.0,2
530.41,2405.53,0
1026.01,1029.78,1
3345.46,1444.14,2
50.0,1932.75,0
2890.31,3000.0,2
50.0,1565.1,0
2270.63,1285.09,2
50.0,1000.0,0
1649.57,2010.62,2
1952.0,3000.0,2
862.32,2040.56,0
1702.52,1000.0,2
2249.86,1920.41,2
3362.97,3000.0,2
2271.39,2444.93,2
1642.57,2794.86,2
1722.21,1656.39,2
3579.43,2253.84,2
891.65,1450.51,1
1825.03,3000.0,2
2470.69,1995.21,2
2515.17,1081.0,2
1150.18,1372.23,1
2109.91,2906.51,2
2157.69,1424.06,2
2861.32,2257.61,2
1092.9,2441.61,2
50.0,2803.68,0
839.06,1748.9,1
2234.15,1407.01,2
1116.37,3000.0,1
712.08,2026.15,0
1694.78,3000.0,2
904.67,1912.32,0
419.31,2597.81,0
50.0,1685.6,0
756.58,1408.14,1
434.74,1238.99,0
1036.73,2758.42,1
513.74,1875.97,0
50.0,2754.99,0
1622.27,2636.62,2
1195.56,2271.13,1
1545.05,3000.0,2
260.5,2121.65,0
3183.52,3000.0,2
1614.05,3000.0,2
1092.79,2803.99,1
2326.08,2661.21,2
238.45,2699.9,0
50.0,1000.0,0
2515.46,2217.21,2
980.93,3000.0,1
1276.92,2232.32,1
1520.88,1132.98,2
1482.27,1775.91,2
1306.23,3000.0,1
3012.5,1000.0,2
1102.29,2987.0,2
1748.04,1000.0,2
50.0,1000.0,0
134.1,2543.04,0
965.68,1000.0,1
2732.38,2406.85,2
3041.03,2424.2,2
2042.85,1964.83,2
50.0,2694.58,0
905.98,1177.39,0
2754.22,1140.85,2
978.11,1695.41,0
808.73,1000.0,1
3172.3,2111.07,2
1161.55,2433.63,2
943.17,2112.23,0
3402.78,3000.0,2
826.7,2015.61,1
2657.81,1374.43,2
1708.61,1234.35,2
1038.84,2371.02,1
1584.37,2968.25,2
774.31,1000.0,0
3885.38,3000.0,2
1438.86,1413.05,2
2639.89,1479.55,2
2509.18,1214.2,2
954.29,1054.83,2
1603.92,3000.0,2
1234.17,1686.38,1
916.14,1336.72,2
2722.95,2066.9,2
790.91,1000.0,0
1564.22,2016.14,2
50.0,1509.83,0
2434.94,2264.85,2
2131.36,1000.0,2
1842.31,3000.0,2
1011.82,2399.36,0
1065.56,1063.22,1
899.35,3000.0,1
769.47,1562.43,0
674.87,1000.0,1
1459.46,1974.88,2
306.26,1000.0,0
2437.85,1112.77,2
3521.06,1311.78,2
1770.67,1000.0,2
2191.5,1727.72,2
2169.97,1797.68,2
225.77,1746.73,0
1135.42,2292.44,1
1283.06,2049.04,1
2064.62,1302.02,2
2256.33,2701.76,2
1540.97,1000.0,2
1450.44,1718.82,2
2466.77,2779.08,2
50.0,2401.26,0
241.88,2871.43,0
1814.94,1511.0,2
661.76,2290.48,0
677.6,1853.98,0
262.61,2946.1,0
1858.81,2001.18,2
453.89,1000.0,0
2256.12,3000.0,2
1120.46,1442.09,1
556.93,1301.23,0
50.0,1452.14,0
2758.4,2770.22,2
816.95,3000.0,0
2012.91,1813.71,2
1242.74,2818.29,1
765.02,1961.26,1
2672.32,1937.05,2
1486.43,1838.31,1
709.02,1000.0,0
2014.63,2232.42,2
1491.36,1685.3,2
184.36,1000.0,0
1104.59,1425.67,1
1956.01,2448.35,2
2049.34,1000.0,2
1547.66,3000.0,2
1109.93,2553.07,1
1057.44,1000.0,1
1818.22,2774.93,2
2004.46,1000.0,2
1935.48,1981.46,2
1306.79,1530.04,2
774.97,2521.6,0
295.43,2099.23,0
777.19,2486.39,0
1722.18,1287.03,2
775.3,1554.33,0
2472.07,2279.86,2
1335.52,1000.0,2
50.0,1052.6,0
582.3,1578.9,0
2591.71,1651.51,2
2004.57,1000.0,2
983.08,2221.53,0
1327.18,3000.0,2
1350.77,1893.65,1
2498.61,2563.48,2
1616.57,1000.0,2
3004.16,1000.0,2
505.45,2177.02,0
1589.19,2182.64,2
1448.31,2893.39,2
1944.52,3000.0,2
1958.19,1615.39,2
1832.98,1459.62,2
1986.67,2595.97,2
236.0,2423.03,0
363.56,2110.01,0
1858.6,2109.15,2
2858.85,3000.0,2
62.22,2101.62,0
1739.59,3000.0,2
1830.18,1000.0,2
3157.63,2925.11,2
1578.78,1901.37,2
2750.28,3000.0,2
1086.45,1000.0,2
1358.66,1000.0,1
162.8,1741.53,0
1718.91,2142.64,2
176.84,2765.89,0
50.0,1931.5,0
50.0,2898.19,0
957.0,3000.0,0
2209.23,1450.88,2
2317.14,1337.6,2
1078.54,1589.66,0
50.0,1521.36,0
50.0,1924.12,0
300.11,2046.39,0
681.28,1519.91,0
980.09,1690.58,1
1138.64,2035.4,1
1705.3,1000.0,2
810.96,1389.58,0
1921.46,1022.59,2
2789.63,1597.4,2
1790.5,1197.61,2
1236.1,3000.0,1
2485.33,2056.78,2
1687.23,1000.0,2
1995.69,2270.56,2
543.11,3000.0,0
1158.02,1758.55,1
1012.11,3000.0,1
3691.61,1385.46,2
2224.48,1933.6,2
1145.73,2026.43,1
1907.48,1430.58,2
492.25,1334.26,0
1521.07,1950.99,2
1222.14,1170.47,2
1050.2,2630.39,1
736.9,2970.29,0
381.57,3000.0,0
594.12,2289.97,0
258.52,2482.19,0
2092.12,2556.59,2
267.95,2949.55,0
1977.64,3000.0,2
3648.68,1000.0,2
1752.59,2426.5,2
2028.68,2250.95,2
1356.47,3000.0,2
1083.34,2115.4,1
3840.03,2366.77,2
1556.29,1324.65,2
2287.64,3000.0,2
638.98,1643.73,0
192.12,1000.0,0
283.33,2595.27,0
613.37,2027.58,0
308.05,2336.9,0
50.0,1000.0,0
2781.11,1854.6,2
2577.36,3000.0,2
1117.5,3000.0,1
783.98,2659.79,1
1600.07,3000.0,2
1358.11,1000.0,2
4000.0,1846.28,2
1831.81,3000.0,2
667.06,2044.83,0
3119.93,1415.02,2
745.91,2457.65,0
1816.2,2857.15,2
1386.72,1520.59,2
1801.22,1025.83,2
215.82,2056.73,0
1025.93,1744.09,1
1029.11,2179.7,0
957.3,2057.83,2
1702.1,3000.0,2
50.0,1406.02,0
547.26,2406.81,0
1561.48,3000.0,2
1840.43,2184.45,2
324.04,1000.0,0
1452.55,1790.04,2
1455.25,3000.0,2
840.19,1212.05,1
2132.64,1465.24,2
2793.77,1000.0,2
2327.77,1764.69,2
320.98,2467.03,0
50.0,2430.58,0
1078.19,1141.37,1
129.51,3000.0,0
1564.38,2206.24,2
1159.72,3000.0,2
1447.68,2926.23,2
657.27,1331.23,0
896.57,1663.94,1
2221.81,1241.0,2
2230.55,3000.0,2
2143.91,1655.26,2
98.89,3000.0,0
971.9,1521.59,1
1923.84,1224.41,2
1392.3,1000.0,2
1168.93,1000.0,2
2189.66,1418.16,2
2100.56,2048.99,2
2263.24,1384.93,2
2325.82,1079.82,2
1766.08,2321.75,2
3913.83,1912.37,2
2340.74,3000.0,2
1370.03,3000.0,2
929.93,1512.26,0
50.0,2936.62,0
2032.8,3000.0,2
2082.75,2123.5,2
1531.74,2491.66,2
2644.91,1000.0,2
1202.46,3000.0,2
1512.94,2275.04,2
1587.79,2716.63,2
1317.31,1096.73,2
50.0,2873.32,0
2343.02,2330.01,2
2415.09,1000.0,2
2426.16,2643.93,2
2795.33,1806.98,2
298.5,1339.19,0
1322.97,1910.18,1
3052.56,1552.79,2
2492.53,2783.2,2
2102.91,2504.98,2
1058.18,1004.53,1
2375.68,1119.29,2
305.85,1644.03,0
1565.51,2741.72,2
1772.81,1000.0,2
859.44,2721.99,0
1399.95,1324.99,2
910.95,2438.37,0
854.22,1000.0,1
769.91,1271.24,1
692.71,1000.0,0
2500.1,1000.0,2
2545.04,2747.64,2
57.94,1436.89,0
2160.32,3000.0,2
1566.52,1000.0,2
1264.57,1000.0,1
1314.11,1000.0,1
2094.76,1993.11,2
3555.9,1000.0,2
1811.2,1160.29,2
2318.19,3000.0,2
50.0,1629.45,0
786.05,2706.04,0
1386.13,1701.48,2
2110.9,2859.62,2
1750.29,1000.0,2
2676.46,1747.61,2
1086.48,2840.65,2
1241.36,1983.05,2
2342.08,1062.84,2
1382.08,2703.02,2
1989.92,2565.34,2
2258.91,1893.8,2
1654.24,2365.98,2
989.67,1904.41,1
1757.82,1178.67,2
845.39,3000.0,0
766.8,3000.0,0
1667.04,1863.68,2
3076.55,1000.0,2
200.96,1617.41,0
1372.18,2089.24,2
1856.69,1000.0,2
1063.1,1689.71,2
1407.79,2291.36,2
1789.06,1497.49,2
1311.07,2639.53,2
2338.21,1559.43,2
420.41,3000.0,0
1501.66,2378.59,2
1506.52,2020.77,2
1172.93,1398.75,1
647.67,2652.97,0
1719.32,3000.0,2
1230.95,2876.07,1
785.79,3000.0,0
1337.91,1000.0,2
3191.9,1708.5,2
50.0,2329.98,0
2442.38,2850.7,2
1522.48,2513.14,2
796.77,1386.72,1
1710.0,1000.0,2
1651.86,1000.0,2
2606.92,1000.0,2
2875.15,1373.12,2
1351.52,1540.58,1
433.64,1000.0,0
50.0,1647.28,0
1971.53,1000.0,2
1826.36,1615.07,2
1953.54,1419.05,2
50.0,2355.16,0
2519.19,3000.0,2
734.55,2196.98,0
1290.93,2871.91,2
2469.48,2909.93,2
1836.4,2679.96,2
1155.24,2807.21,1
2599.95,1107.21,2
1449.77,1451.13,1
1756.18,2514.55,2
2299.08,3000.0,2
973.29,2352.52,1
1628.78,1583.92,2
804.79,3000.0,1
1395.26,1088.74,2
550.85,1896.99,0
3032.5,2609.32,2
1921.69,2209.58,2
50.0,2768.73,0
3304.92,2025.51,2
1006.47,3000.0,2
175.91,1999.33,0
1687.8,2369.57,2
999.67,2238.14,0
50.0,3000.0,0
1894.26,3000.0,2
50.0,1000.0,0
1934.93,2038.83,2
1392.01,1764.8,2
1475.26,1152.91,2
50.0,3000.0,0
860.96,3000.0,0
1400.26,1612.24,2
1596.91,2519.26,2
785.09,1376.97,0
2518.55,2618.17,2
1084.57,3000.0,1
1344.27,3000.0,2
491.26,1000.0,0
50.0,3000.0,0
3000.03,1354.32,2
2755.8,2086.66,2
1283.3,1000.0,2
3374.86,2870.82,2
1221.09,2806.46,1
899.75,1000.0,1
2596.3,3000.0,2
3427.91,1000.0,2
50.0,2707.23,0
174.13,2095.95,0
50.0,2393.78,0
920.78,2506.06,0
239.56,1000.0,0
692.3,3000.0,0
338.21,1173.28,0
1269.71,1616.13,2
1489.94,2075.91,2
1655.12,1000.0,2
1043.13,2070.51,0
1038.71,2091.01,1
1620.37,2128.55,2
1059.53,1218.37,1
1429.71,1370.58,2
767.03,1562.89,1
1569.28,1890.16,2
1312.66,1000.0,2
1248.98,2715.79,2
2280.48,2513.41,2
2800.91,1000.0,2
1366.75,1000.0,2
1607.1,1945.24,2
326.75,2435.22,0
677.2,1714.24,0
3354.11,2434.62,2
2731.39,2215.02,2
1359.26,2376.71,2
869.58,2531.12,0
1528.92,1000.0,2
825.75,2015.91,0
2333.52,1000.0,2
2769.09,1415.01,2
2343.77,2889.33,2
1061.62,2231.59,2
1234.56,2706.61,2
1830.66,2102.48,2
724.2,2064.0,0
1398.06,3000.0,1
50.0,3000.0,0
754.84,1000.0,0
1005.78,2195.44,1
3651.91,1000.0,2
1374.07,2033.18,1
841.87,2877.43,1
1869.96,2263.88,2
2258.94,1365.11,2
50.0,1428.87,0
3893.21,2307.68,2
1033.92,2443.23,1
1618.94,2311.84,2
1219.44,3000.0,1
516.33,2316.97,0
3138.67,2264.95,2
50.0,1158.69,0
1890.14,1000.0,2
2264.73,2492.11,2
822.4,1640.61,0
2075.17,2651.55,2
50.0,1874.08,0
2186.52,2136.21,2
2365.35,1000.0,2
2625.93,2059.56,2
50.0,1563.77,0
711.1,1539.54,0
50.0,3000.0,0
1404.25,1308.52,2
946.62,1947.3,0
1983.68,1844.94,2
1362.04,1290.57,2
3102.76,1605.89,2
360.25,1312.79,0
1384.88,1000.0,2
1700.21,3000.0,2
2030.5,2760.08,2
50.0,2970.58,0
1747.56,3000.0,2
2655.88,1267.59,2
611.73,1931.23,0
363.51,2173.05,0
3051.39,1344.73,2
1326.74,1331.74,1
1656.39,3000.0,2
258.64,2499.99,0
650.08,3000.0,0
1234.91,2874.34,1
50.0,2610.4,0
2181.73,1000.0,2
1693.3,1013.48,2
2460.99,1362.04,2
2176.01,2886.6,2
2086.12,1000.0,2
2164.09,1924.25,2
630.05,1237.82,0
1246.89,3000.0,1
2252.13,2940.88,2
50.0,3000.0,0
1898.56,1935.64,2
50.0,1000.0,0
2262.34,2420.42,2
1674.93,2274.36,2
50.0,1000.0,0
1828.3,2649.92,2
2011.12,2908.78,2
3151.3,2132.89,2
3091.55,1782.91,2
69.81,3000.0,0
2203.56,3000.0,2
2192.19,3000.0,2
2424.15,2197.49,2
3569.38,3000.0,2
918.19,2241.74,0
2067.47,2531.05,2
50.0,1335.98,0
371.6,1862.86,0
1477.39,1000.0,1
2811.28,2415.69,2
2482.82,1934.1,2
1623.1,2355.92,2
1516.1,1000.0,1
2769.38,1889.55,2
1038.71,2690.06,2
2718.11,2935.09,2
608.32,1318.37,0
2253.03,2804.12,2
776.36,1837.24,1
272.3,1000.0,0
1775.0,3000.0,2
2792.95,1876.65,2
2348.08,3000.0,2
960.85,2139.86,2
1429.57,1000.0,1
2597.87,1000.0,2
579.03,2535.72,0
50.0,1058.97,0
50.0,2418.85,0
50.0,2630.42,0
395.83,1776.58,0
1818.91,2422.32,2
1396.03,2734.92,2
1881.62,2046.04,2
457.77,1224.06,0
892.83,2730.68,1
834.14,2544.01,0
2596.6,1395.16,2
1462.66,2112.43,2
2114.97,2546.63,2
2492.38,1612.48,2
50.0,1000.0,0
1477.28,2803.37,2
2641.37,1588.48,2
50.0,2433.11,0
1455.62,3000.0,2
2293.23,3000.0,2
2826.11,1935.1,2
1909.88,1664.28,2
2565.14,3000.0,2
2710.72,1268.53,2
2367.23,3000.0,2
3179.95,1937.15,2
580.95,3000.0,0
50.0,2097.36,0
4000.0,1611.69,2
1129.16,1259.76,1
